,Shipment_ID,Week,Warehouse_ID,Store_ID,Carrier,Product_Category,Weight_kg,Delivery_Time_hrs,Fuel_Price_EUR_per_litre,Temperature_C,Promo_Flag,On_Time_Flag,Weekly_Sales_EUR,Notes,Dispatch_Time,Planned_Arrival_Time,Actual_Arrival_Time
909,SH00909,2024-05-19,D,S07,C2,Electronics,15.21,32.5,1.71,7.5,1,0,8456.09,Driver delay,INVALID_DATE,INVALID_DATE,INVALID_DATE
910,SH00910,2024-04-14,A,S07,C1,Clothing,23.22,25.7,1.83,4.9,0,0,42095.06,Damaged carton,,,
911,SH00911,2024-04-14,B,S04,C1,Electronics,5.2,28.1,1.76,10.1,0,0,56536.47,No issue,,,
912,SH00912,2024-01-07,D,S03,C3,Grocery,16.41,26.7,1.48,5.2,0,0,43771.53,No issue,,,
913,SH00913,2024-05-19,D###,S08 ,C1,Frozen,11.76,19.9,1.7,4.1,0,0,48674.57,No issue,,,
914,SH00914,2024-02-18,B,S05,C2,Grocery,15.74,32.6,1.79,4.3,0,0,74451.35,No issue,,,
915,SH00915,2024-01-28,D,S10,C2,Clothing,19.26,38.3,1.6949999999999998,5.6,0,0,50837.38,No issue,,,
916,SH00916,2024-02-11,A,S07,C1,Electronics,16.32,23.6,1.78,8.2,0,1,20548.01,No issue,,,
917,SH00917,2024-01-07,B,S04,C4,Electronics,8.94,27.7,1.74,8.3,0,0,49227.24,No issue,,,
918,SH00918,2024-02-04,A,S04,C1,Grocery,11.99,23.8,1.82,4.9,0,1,53490.91,No issue,,,
919,SH00919,2024-01-07,A,S08,C2,Electronics,23.56,28.7,1.63,5.5,0,0,39619.68,Driver delay,,,
920,SH00920,2024-01-28,A,S08,C2,Grocery,16.97,35.5,1.6949999999999998,3.8,0,0,63021.23,No issue,,,
921,SH00921,2024-01-14,A,S02,C1,Grocery,20.04,25.4,1.72,4.9,0,0,30066.57,Partial delivery,,,
922,SH00922,2024-03-10,B,S02,C1,Grocery,16.5,40.1,1.88,7.1,0,0,49933.88,Driver delay,,,
923,SH00923,2024-02-04,A,S03,C3,Grocery,19.85,19.0,1.98,8.2,0,1,29893.62,Partial delivery,,,
924,SH00924,2024-03-10,A,S12,C4,Frozen,12.62,27.7,1.85,3.6,0,1,47564.68,No issue,,,
925,SH00925,2024-01-07,D,S12,C1,Frozen,10.39,18.5,1.75,5.5,0,0,62621.95,No issue,,,
926,SH00926,2024-02-11,B,S03,C3,Grocery,19.58,40.1,1.93,4.5,0,0,49574.8,Driver delay,,,
927,SH00927,2024-03-31,B,S01,C3,Clothing,21.76,32.2,1.76,6.7,0,0,48699.2,No issue,,,
928,SH00928,2024-04-14,C,S03,C4,Grocery,9.51,26.9,1.61,4.9,0,1,52416.55,No issue,,,
929,SH00929,2024-01-28,B,S06,C2,Clothing,11.54,29.4,1.7,1.1,0,0,53166.51,No issue,,,
930,SH00930,2024-03-31,B-X,S08-X,C2,Clothing,14.02,26.4,1.78,7.0,0,0,62406.28,No issue,,,
931,SH00931,2024-05-19,C,S12,C2,Frozen,24.72,31.7,1.78,4.4,0,0,62497.24,No issue,,,
932,SH00932,2024-04-14,B,S10,C3,Electronics,18.38,28.6,1.59,4.6,0,0,73325.44,Partial delivery,,,
933,SH00933,2024-02-25,B,S06,C4,Clothing,7.06,18.1,1.59,5.9,0,1,54514.25,Driver delay,,,
934,SH00934,2024-02-04,B,S05,C1,Grocery,14.44,32.7,1.67,5.7,0,0,27089.13,No issue,,,
935,SH00935,2024-04-14,B,S04,C2,Frozen,13.52,26.1,1.75,5.9,0,0,64869.23,Damaged carton,,,
936,SH00936,2024-01-28,C,S03,C4,Grocery,7.96,21.6,1.77,1.7,0,0,72247.37,Partial delivery,,,
937,SH00937,2024-03-24,B,S04,C4,Electronics,14.37,25.8,1.71,6.1,0,0,88925.43,Damaged carton,,,
938,SH00938,2024-03-31,B,S07,C4,Clothing,14.265,27.7,1.62,1.2,0,0,73775.59,No issue,,,
939,SH00939,2024-01-14,C,S01,C3,Clothing,12.83,21.8,1.87,6.5,0,0,44645.52,Driver delay,,,
940,SH00940,2024-05-12,D,S07,C2,Grocery,12.56,28.7,1.59,7.2,1,1,54807.76,No issue,,,
941,SH00941,2024-05-12,A,S01,C3,Frozen,23.83,29.1,1.83,2.3,1,0,47940.6,Partial delivery,,,
942,SH00942,2024-01-28,D,S02,C3,Grocery,12.82,29.5,1.77,5.7,0,0,45902.1,No issue,,,
943,SH00943,2024-01-28,C,S04,C1,Electronics,15.3,28.0,1.6949999999999998,7.1,0,0,50297.72,Partial delivery,,,
944,SH00944,2024-03-17,A,S01,C2,Grocery,14.65,24.5,1.66,4.1,0,0,71286.15,No issue,,,
945,SH00945,2024-02-04,C,S11,C3,Grocery,11.97,27.7,1.69,6.3,0,1,28162.43,No issue,,,
946,SH00946,2024-05-19,C,S12,C1,Electronics,15.48,25.8,1.71,-0.6,1,0,36961.82,Damaged carton,,,
947,SH00947,2024-03-17,B,S11,C3,Electronics,14.86,27.7,1.65,4.9,1,0,70292.4,No issue,,,
948,SH00948,2024-03-10,A,S11,C3,Grocery,15.48,24.1,1.72,5.1,0,0,73805.02,No issue,,,
949,SH00949,2024-02-25,B,S09,C4,Grocery,9.84,32.4,1.86,4.5,0,0,42107.56,Damaged carton,,,
950,SH00950,2024-02-11,A,S12,C1,Electronics,13.76,35.9,1.57,7.0,0,0,76761.23,No issue,,,
951,SH00951,2024-02-11,C,S06,C1,Clothing,19.56,31.3,1.63,8.5,0,1,66638.23,Damaged carton,,,
952,SH00952,2024-02-25,C,S01,C3,Frozen,13.92,35.7,1.6949999999999998,6.0,1,0,47983.58,No issue,,,
953,SH00953,2024-04-14,D,S01,C1,Grocery,15.97,28.4,1.69,8.2,1,0,15471.02,No issue,,,
954,SH00954,2024-04-07,A,S06,C3,Grocery,16.0,36.7,1.69,1.9,0,0,26979.77,No issue,,,
955,SH00955,2024-03-17,B,S04,C3,Grocery,17.5,38.3,1.78,4.9,0,0,42127.35,No issue,,,
956,SH00956,2024-03-24,D,S04,C1,Grocery,18.35,19.3,1.7,4.7,0,0,63399.05,Driver delay,,,
957,SH00957,2024-03-31,D,S11,C2,Clothing,13.96,29.1,1.73,4.9,0,1,63446.5,No issue,,,
958,SH00958,2024-02-25,D,S06,C2,Electronics,14.86,28.4,1.74,1.1,1,0,45003.26,No issue,,,
959,SH00959,2024-05-05,B,S12,C2,Grocery,7.69,25.9,1.72,6.2,0,0,48530.89,Damaged carton,,,
960,SH00960,2024-01-07,D,S11,C4,Grocery,21.11,30.5,1.77,6.8,0,0,51512.78,No issue,,,
961,SH00961,2024-04-14,B,S07,C4,Grocery,19.62,28.2,1.69,7.7,0,0,48718.93,Damaged carton,,,
962,SH00962,2024-02-25,D,S09,C3,Clothing,18.9,24.3,1.86,7.4,1,0,54454.51,No issue,,,
963,SH00963,2024-03-17,B,S10,C3,Frozen,19.87,27.9,1.6949999999999998,4.9,0,1,51549.38,Partial delivery,,,
964,SH00964,2024-03-24,C,S05,C2,Grocery,14.03,34.0,1.77,7.6,1,0,26886.59,Partial delivery,,,
965,SH00965,2024-03-24,C,S09,C4,Grocery,11.25,28.9,1.72,7.8,1,1,48886.58,Damaged carton,,,
966,SH00966,2024-01-28,C,S04,C3,Frozen,9.12,31.1,1.76,4.5,1,0,51661.03,No issue,,,
967,SH00967,2024-04-21,C,S10,C3,Frozen,8.46,26.6,1.59,5.1,0,0,66846.99,No issue,,,
968,SH00968,2024-01-28,C,S02,C4,Electronics,22.27,30.3,1.72,3.1,0,0,39530.41,Damaged carton,,,
969,SH00969,2024-02-04,D,S03,C1,Grocery,12.04,22.0,1.63,8.0,0,0,55058.58,No issue,,,
970,SH00970,2024-02-04,D,S11,C4,Grocery,21.33,25.5,1.75,2.0,0,0,60442.6,Damaged carton,,,
971,SH00971,2024-02-25,D,S01,C1,Electronics,13.88,27.5,1.63,6.1,0,0,49774.79,No issue,,,
972,SH00972,2024-03-10,B,S06,C2,Grocery,10.94,21.6,1.67,3.8,0,0,25678.03,Partial delivery,,,
973,SH00973,2024-04-28,B,S06,C2,Grocery,15.06,27.7,1.51,2.8,0,0,67151.04,Damaged carton,,,
974,SH00974,2024-03-03,B,S01,C4,Electronics,11.47,29.6,1.58,1.3,1,1,63207.12,No issue,,,
975,SH00975,2024-05-12,B,S11,C4,Grocery,23.51,28.6,1.74,4.6,0,0,55431.6,No issue,,,
976,SH00976,2024-04-07,C,S03,C3,Clothing,8.49,32.0,1.61,2.5,0,1,52604.96,Damaged carton,,,
977,SH00977,2024-02-25,C,S05,C3,Grocery,27.7,25.0,1.81,5.1,0,0,25278.63,No issue,,,
978,SH00978,2024-03-03,C,S03,C3,Grocery,15.015,28.3,1.6,8.5,0,0,63619.85,Partial delivery,,,
979,SH00979,2024-03-17,A,S10,C4,Electronics,19.5,24.6,1.75,5.4,1,0,74295.94,Partial delivery,,,
980,SH00980,2024-01-07,D,S03,C2,Grocery,14.13,31.5,1.62,9.0,0,0,35293.82,No issue,,,
981,SH00981,2024-04-07,B,S10,C2,Frozen,13.08,34.0,1.74,3.0,1,1,72175.28,Partial delivery,,,
982,SH00982,2024-02-04,B,S03,C1,Electronics,7.37,30.4,1.55,2.4,0,0,68971.87,Damaged carton,,,
983,SH00983,2024-04-07,C,S05,C3,Grocery,14.41,27.7,1.65,2.9,0,1,34852.07,Partial delivery,,,
984,SH00984,2024-01-28,B,S05,C3,Clothing,14.265,28.2,1.62,4.9,0,1,46087.85,No issue,,,
985,SH00985,2024-01-07,B,S04,C2,Grocery,4.91,32.0,1.79,10.4,0,0,31068.44,Damaged carton,,,
986,SH00986,2024-05-12,D,S01,C1,Frozen,14.25,27.7,1.75,1.7,0,1,51022.92,No issue,,,
987,SH00987,2024-02-25,C,S05,C4,Grocery,11.19,22.9,1.58,6.2,0,0,58724.76,No issue,,,
988,SH00988,2024-04-14,D,S10,C1,Electronics,25.11,40.1,1.68,3.6,0,1,32192.98,No issue,,,
989,SH00989,2024-04-14,A,S05,C3,Grocery,21.0,23.0,1.62,4.9,0,0,57787.04,No issue,,,
990,SH00990,2024-03-03,A,S04,C4,Electronics,15.015,39.7,1.8,2.5,0,0,61586.89,No issue,,,
991,SH00991,2024-03-03,A,S06,C2,Clothing,10.91,26.3,1.83,6.8,1,1,61802.18,Damaged carton,,,
992,SH00992,2024-03-10,C,S10,C1,Clothing,15.82,31.2,1.56,4.9,0,0,58817.54,No issue,,,
993,SH00993,2024-05-19,B,S04,C3,Grocery,0.5,27.9,1.78,7.2,0,0,33572.64,Damaged carton,,,
994,SH00994,2024-03-03,C,S07,C4,Grocery,13.31,21.8,1.62,5.4,0,0,50177.89,Driver delay,,,
995,SH00995,2024-01-21,C,S07,C2,Clothing,15.59,18.5,1.67,4.9,1,0,57285.28,No issue,,,
996,SH00996,2024-05-19,B,S02,C4,Frozen,15.015,31.7,1.7,7.2,1,0,73915.38,No issue,,,
997,SH00997,2024-03-17,D,S03,C1,Grocery,14.75,40.1,1.88,1.0,0,0,52036.99,No issue,,,
998,SH00998,2024-02-11,A,S01,C2,Electronics,15.4,24.3,1.6,1.3,0,0,58383.12,No issue,,,
999,SH00999,2024-01-14,D,S08,C3,Grocery,0.5,19.7,1.78,4.9,0,0,38019.6,No issue,,,
