Ticket_ID,Order_ID,Customer_ID,Reported_Time,Issue_Type,Channel,Region,Customer_Segment,Priority,Agent_ID,Team,Backlog_At_Report,First_Response_Time,Resolution_Time,Response_Minutes,Resolution_Minutes,Handle_Minutes,Escalation_Flag,First_Contact_Resolution_Flag,Outcome,Repeat_Contact_Flag,Sentiment_Score,Customer_Effort_Score,CSAT_Score
TCK-GH49A3HC,ORD-VD44KFS0BZ,C-ENFCTK6,2025-11-20 02:56:00,Delivery instruction,Phone,DE-West,B2C,Medium,AG-115,Service-L1,16,2025-11-20 03:20:00,2025-11-20 06:04:00,24,188,131,0,1,Resolved,0,0.283,3,4
TCK-9MT3GL93,ORD-SD6Y395PFK,C-SSGGWVM,2025-11-20 03:41:00,Missing item,Phone,DE-East,B2C,High,AG-134,Returns,18,2025-11-20 03:48:00,2025-11-20 04:43:00,7,62,37,0,1,Resolved,0,-0.261,3,3
TCK-TKGOPPJR,ORD-UDXZHIBQYO,C-VVBBS7Z,2025-11-20 07:23:00,Billing dispute,Chat,DE-North,SMB,Low,AG-150,Service-L1,16,2025-11-20 07:39:00,2025-11-20 10:04:00,16,161,109,0,1,Resolved,0,-0.263,3,3
TCK-X24VTFID,ORD-DOKU3J64GV,C-HCHHAA3,2025-11-20 08:18:00,Address change,Web form,DE-North,B2C,Medium,AG-118,Service-L2,19,2025-11-20 09:05:00,2025-11-20 09:31:00,47,73,15,0,0,Resolved,0,0.297,3,4
TCK-ULJ2KZ2V,ORD-Q7Q5CPXB5C,C-VG7U2RY,2025-11-20 12:13:00,Late status update,Email,DE-West,B2C,Low,AG-101,Service-L1,23,2025-11-20 12:30:00,2025-11-20 15:45:00,17,212,140,0,1,Resolved,0,0.007,3,4
TCK-TF5JOFJ4,ORD-MGRL6E9C6Y,C-HRKJHN9,2025-11-20 12:54:00,Return request,Web form,DE-South,SMB,High,AG-118,Service-L2,21,2025-11-20 13:12:00,2025-11-20 14:22:00,18,88,39,1,1,Resolved,0,-0.109,4,3
TCK-P612UHXU,ORD-FCS7LWD55K,C-Z0P5BKE,2025-11-20 16:43:00,Late status update,Chat,DE-West,SMB,Medium,AG-148,Service-L1,17,2025-11-20 17:25:00,2025-11-20 18:35:00,42,112,31,0,1,Resolved,1,-0.224,4,3
TCK-6DAKK85P,ORD-T43XSEIXV2,C-68GC6UG,2025-11-20 17:28:00,Address change,Chat,DE-West,SMB,Medium,AG-101,TechSupport,22,2025-11-20 17:36:00,2025-11-20 18:39:00,8,71,26,0,1,Resolved,0,-0.133,3,3
TCK-LKO8QNAN,ORD-7P2670RK72,C-0CXYELQ,2025-11-20 17:28:00,Delivery instruction,Chat,DE-West,B2C,Medium,AG-112,Returns,16,2025-11-20 17:36:00,2025-11-20 19:33:00,8,125,87,0,1,Resolved,0,0.374,3,4
TCK-KYNF5TY3,ORD-8AMFS52BG3,C-YORF4O5,2025-11-20 19:36:00,Late status update,Email,DE-South,B2C,Low,AG-114,Service-L1,21,2025-11-20 20:01:00,2025-11-20 21:09:00,25,93,29,0,1,Resolved,0,0.172,3,4
TCK-FHDGLSGR,ORD-P9R8QHVFGC,C-Z8OMPMY,2025-11-20 20:34:00,Product info,Phone,DE-South,Enterprise,Medium,AG-134,Billing,17,2025-11-20 20:44:00,2025-11-20 21:42:00,10,68,19,0,0,Partially resolved,1,0.255,4,3
TCK-SN5IQT11,ORD-XMLF4X0GP1,C-UEQ5IGK,2025-11-20 21:17:00,Address change,Phone,DE-West,B2C,Low,AG-144,Service-L1,22,2025-11-20 21:35:00,2025-11-20 22:22:00,18,65,12,0,0,Resolved,0,0.088,3,4
TCK-STDUQL3Y,ORD-EDBJW885E2,C-1R9VEHE,2025-11-20 22:13:00,Delivery instruction,Chat,DE-West,B2C,High,AG-129,Billing,17,2025-11-20 22:21:00,2025-11-20 23:26:00,8,73,30,0,1,Resolved,0,0.267,3,4
TCK-O1CD5LGG,ORD-09OZQHLMJ2,C-DN0B8WX,2025-11-20 23:18:00,Billing dispute,Email,DE-East,B2C,Low,AG-110,Service-L2,26,2025-11-20 23:58:00,2025-11-21 01:53:00,40,155,76,0,0,Unresolved,0,-0.472,4,3
TCK-K667GFDD,ORD-ZBQM0BZ8KO,C-0K49IQF,2025-11-21 00:45:00,Delivery instruction,WhatsApp,DE-South,B2C,Medium,AG-104,Service-L1,29,2025-11-21 01:08:00,2025-11-21 02:32:00,23,107,27,0,1,Resolved,0,0.58,3,4
TCK-RRRZG2LO,ORD-6002PMS4GZ,C-R7Z7OQI,2025-11-21 01:07:00,Missing item,Email,DE-South,SMB,Low,AG-127,Service-L2,14,2025-11-21 01:23:00,2025-11-21 03:06:00,16,119,50,0,0,Resolved,1,0.029,4,3
TCK-XEV55FF6,ORD-Z1CWA02LA0,C-9WNL38N,2025-11-21 01:24:00,Damaged item,Web form,CH,Enterprise,Medium,AG-125,Service-L2,28,2025-11-21 01:41:00,2025-11-21 03:13:00,17,109,76,0,1,Resolved,0,-0.285,3,3
TCK-ZTEQCG9N,ORD-EPCVIHW7AZ,C-URPAMSM,2025-11-21 03:30:00,Late status update,Phone,DE-South,B2C,Low,AG-106,Service-L2,30,2025-11-21 04:00:00,2025-11-21 05:24:00,30,114,67,0,1,Resolved,0,0.001,3,4
TCK-9WBO2LYA,ORD-K4VYHRTJXT,C-9UOEF1D,2025-11-21 03:39:00,Missing item,Phone,DE-East,B2C,Low,AG-110,Service-L2,23,2025-11-21 04:05:00,2025-11-21 05:56:00,26,137,86,0,1,Resolved,0,-0.132,3,3
TCK-FTJOGZU2,ORD-WV73UL7NDL,C-Z7XX72Q,2025-11-21 05:50:00,Product info,WhatsApp,DE-South,B2C,Medium,AG-120,Returns,24,2025-11-21 06:15:00,2025-11-21 07:46:00,25,116,58,0,1,Resolved,0,-0.035,3,3
TCK-3FA8TFTA,ORD-T95ZJNG1T2,C-LI39433,2025-11-21 06:17:00,Late status update,Chat,CH,SMB,Low,AG-142,Service-L2,23,2025-11-21 06:43:00,2025-11-21 08:29:00,26,132,41,0,1,Resolved,0,0.097,3,4
TCK-PPPUNOPN,ORD-8DAZOQVNIA,C-57KQLC6,2025-11-21 12:01:00,Missing item,Email,DE-South,B2C,High,AG-109,Service-L2,23,2025-11-21 12:18:00,2025-11-21 15:27:00,17,206,134,0,0,Resolved,1,-0.422,4,3
TCK-KNYAQGEC,ORD-1EIO5CQT53,C-5KOM58F,2025-11-21 13:35:00,Wrong item,Phone,DE-East,B2C,Low,AG-130,Service-L1,26,2025-11-21 13:59:00,2025-11-21 15:23:00,24,108,56,0,1,Resolved,0,0.175,3,4
TCK-JMI3NZTI,ORD-KY57FJDGNZ,C-6VFNFKU,2025-11-21 14:29:00,Damaged item,Chat,DE-East,B2C,Medium,AG-123,Service-L1,21,2025-11-21 15:02:00,2025-11-21 17:45:00,33,196,133,1,0,Resolved,0,0.036,4,3
TCK-F8W0VU5C,ORD-NHVO7IJ7ZP,C-N0FZI3C,2025-11-21 15:48:00,Delivery instruction,Chat,DE-East,B2C,Low,AG-108,Billing,22,2025-11-21 16:02:00,2025-11-21 16:48:00,14,60,32,0,1,Resolved,0,0.245,3,4
TCK-GIIRVJAP,ORD-NU8YSWYB62,C-52OODWC,2025-11-21 22:14:00,Return request,Phone,AT,B2C,Low,AG-144,Service-L2,26,2025-11-21 22:32:00,2025-11-21 23:40:00,18,86,43,0,1,Resolved,0,-0.161,3,3
TCK-9770ZFB3,ORD-YWLJ7TAMMC,C-963APE0,2025-11-21 22:45:00,Late status update,Phone,DE-South,SMB,Low,AG-116,Service-L1,18,2025-11-21 23:16:00,2025-11-22 00:11:00,31,86,40,0,1,Resolved,1,-0.346,4,3
TCK-7IFKL6ZP,ORD-FBE4XFWCSM,C-D0ZSGYP,2025-11-21 22:52:00,Damaged item,Phone,DE-North,B2C,High,AG-143,Service-L2,30,2025-11-21 23:31:00,2025-11-22 01:41:00,39,169,83,0,0,Resolved,0,-0.571,3,3
TCK-2INVNC9Q,ORD-FFA6FU81VK,C-Y3HIOV6,2025-11-21 23:43:00,Billing dispute,Phone,DE-West,B2C,Medium,AG-107,Service-L2,32,2025-11-21 23:59:00,2025-11-22 02:47:00,16,184,116,0,1,Resolved,0,0.047,3,4
TCK-P13RGO6O,ORD-XUQUIU5CN5,C-9AWW4QE,2025-11-22 00:50:00,Wrong item,Web form,DE-South,B2C,High,AG-129,Billing,22,2025-11-22 01:00:00,2025-11-22 04:43:00,10,233,180,1,0,Resolved,1,0.367,5,3
TCK-VW4AA9JJ,ORD-5E26UVAVW1,C-SEIXCDJ,2025-11-22 05:29:00,Missing item,WhatsApp,DE-North,B2C,Medium,AG-133,Service-L1,20,2025-11-22 05:45:00,2025-11-22 08:05:00,16,156,121,0,0,Resolved,1,0.151,4,3
TCK-2388M8JE,ORD-XB592JTBQ3,C-HFMMMLC,2025-11-22 05:31:00,Product info,Web form,DE-East,B2C,Low,AG-131,Service-L1,20,2025-11-22 05:56:00,2025-11-22 07:07:00,25,96,41,0,1,Resolved,0,0.837,3,4
TCK-WLOPLBFF,ORD-HLDWHSYR02,C-QHBYNKD,2025-11-22 13:34:00,Product info,Email,DE-South,B2C,Medium,AG-115,Service-L1,24,2025-11-22 14:03:00,2025-11-22 15:48:00,29,134,41,0,0,Resolved,1,0.114,4,3
TCK-P325K8T8,ORD-E82J4IHQIR,C-6YZO22Y,2025-11-22 14:05:00,Billing dispute,Phone,AT,B2C,Low,AG-132,Returns,17,2025-11-22 14:37:00,2025-11-22 16:21:00,32,136,78,0,1,Resolved,0,0.097,3,4
TCK-RN9BGCT8,ORD-1ETM9ZVJPS,C-NUDP9OS,2025-11-22 17:28:00,Wrong item,WhatsApp,DE-North,B2C,High,AG-113,Service-L1,24,2025-11-22 17:54:00,2025-11-22 19:54:00,26,146,84,0,0,Resolved,0,-0.294,3,3
TCK-KPKGIR5H,ORD-8X6516GWMG,C-JXED43B,2025-11-22 18:08:00,Late status update,Web form,DE-West,SMB,Low,AG-106,Service-L1,21,2025-11-22 18:47:00,2025-11-22 20:47:00,39,159,64,0,1,Resolved,0,0.327,3,4
TCK-0IY9O7PX,ORD-5HM9CLR0W7,C-YACBPAS,2025-11-22 19:40:00,Address change,Chat,DE-North,SMB,Low,AG-127,Billing,21,2025-11-22 19:55:00,2025-11-22 21:29:00,15,109,44,0,1,Resolved,0,0.649,3,4
TCK-FGNYA22S,ORD-A2OYU0O887,C-WLNJ622,2025-11-23 03:08:00,Return request,Phone,DE-South,B2C,Low,AG-107,Service-L1,22,2025-11-23 03:52:00,2025-11-23 05:37:00,44,149,66,0,0,Partially resolved,0,0.6,3,4
TCK-8XTBKP9F,ORD-VC8030GIBT,C-CGG72K8,2025-11-23 09:03:00,Product info,Phone,AT,B2C,Medium,AG-147,Billing,17,2025-11-23 09:30:00,2025-11-23 10:03:00,27,60,16,0,1,Resolved,1,-0.282,4,3
TCK-BO2YSWQF,ORD-VO06PU0PIZ,C-51Z4YXQ,2025-11-23 11:50:00,Missing item,Chat,DE-South,SMB,Medium,AG-106,Service-L1,27,2025-11-23 12:00:00,2025-11-23 14:03:00,10,133,46,0,1,Resolved,0,-0.009,3,3
TCK-97DK6C0K,ORD-9A3MFA3SGP,C-6HUEG1Z,2025-11-23 15:37:00,Missing item,Web form,DE-East,B2C,Low,AG-122,Service-L1,13,2025-11-23 16:10:00,2025-11-23 18:26:00,33,169,121,0,1,Resolved,0,-0.246,3,3
TCK-IJE90MD9,ORD-6D5T9PPAUI,C-5I5M3Z7,2025-11-24 05:59:00,Late status update,Email,DE-East,Enterprise,Low,AG-146,Returns,28,2025-11-24 06:24:00,2025-11-24 07:16:00,25,77,33,0,1,Resolved,0,0.192,3,4
TCK-Z4FFILSF,ORD-LG90D8DN92,C-0PHWDHN,2025-11-24 10:29:00,Late status update,Chat,DE-South,B2C,High,AG-111,Service-L1,21,2025-11-24 10:47:00,2025-11-24 11:49:00,18,80,31,0,1,Resolved,0,-0.534,3,3
TCK-4U9LC103,ORD-N3DZYUWQPR,C-V4MUOGZ,2025-11-24 15:38:00,Late status update,Phone,DE-East,B2C,Low,AG-152,TechSupport,25,2025-11-24 16:06:00,2025-11-24 17:30:00,28,112,55,0,1,Resolved,0,0.452,3,4
TCK-6L5FEVIP,ORD-H00YEBUCZT,C-73X3SKC,2025-11-24 17:31:00,Return request,WhatsApp,DE-West,B2C,Low,AG-118,Service-L2,22,2025-11-24 18:07:00,2025-11-24 19:56:00,36,145,44,0,1,Resolved,0,-0.101,3,3
TCK-0N34EAHV,ORD-NA32QB6TCL,C-W5RXHI6,2025-11-24 20:13:00,Product info,Phone,DE-North,B2C,Low,AG-144,Service-L1,17,2025-11-24 20:28:00,2025-11-24 21:26:00,15,73,9,0,0,Resolved,0,0.17,3,4
TCK-JKPLPX7B,ORD-UBE3U7QANV,C-79RODXH,2025-11-24 23:57:00,Billing dispute,Email,DE-North,SMB,Low,AG-148,Service-L1,23,2025-11-25 00:27:00,2025-11-25 02:45:00,30,168,60,0,0,Resolved,1,-0.29,4,3
TCK-39YL1JVF,ORD-4RJ7C71F1U,C-6VP7D1D,2025-11-25 03:38:00,Missing item,Phone,DE-South,B2C,High,AG-128,Service-L1,22,2025-11-25 04:07:00,2025-11-25 08:37:00,29,299,218,1,1,Resolved,0,-0.152,5,3
TCK-H08VC35M,ORD-EGT5X7HL0X,C-OYMCOBW,2025-11-25 05:29:00,Billing dispute,Phone,CH,Enterprise,Medium,AG-128,TechSupport,21,2025-11-25 05:38:00,2025-11-25 08:26:00,9,177,109,1,0,Resolved,1,-0.07,5,3
TCK-URK9K1FC,ORD-5PCNP0DI80,C-FMMYW43,2025-11-25 09:31:00,Address change,Web form,DE-North,B2C,High,AG-104,Service-L1,34,2025-11-25 10:03:00,2025-11-25 11:19:00,32,108,52,0,1,Resolved,0,-0.176,3,3
TCK-V35B335U,ORD-J43Y6MDT2H,C-17IVYQH,2025-11-25 10:36:00,Damaged item,Phone,DE-South,B2C,Medium,AG-130,Service-L1,26,2025-11-25 11:11:00,2025-11-25 14:01:00,35,205,123,0,0,Resolved,0,-0.07,4,3
TCK-FEELBK4I,ORD-S4A0TB62D8,C-UWHBZZG,2025-11-25 20:08:00,Account access,Web form,DE-South,Enterprise,Medium,AG-150,Service-L2,29,2025-11-25 21:24:00,2025-11-26 00:09:00,76,241,51,0,1,Resolved,0,0.529,4,4
TCK-UMJIDKL3,ORD-ASSFYH0G5L,C-DFHEL8N,2025-11-25 23:05:00,Return request,Chat,DE-South,B2C,High,AG-148,Billing,26,2025-11-25 23:14:00,2025-11-26 02:10:00,9,185,139,0,1,Resolved,0,0.073,3,4
TCK-NXACNWFB,ORD-4GBDCKUXKS,C-LUDWA7H,2025-11-26 04:11:00,Delivery instruction,WhatsApp,DE-East,B2C,Medium,AG-132,TechSupport,31,2025-11-26 04:50:00,2025-11-26 05:32:00,39,81,28,0,0,Resolved,0,0.1,3,4
TCK-82UKC9Z3,ORD-LV93VLP5NY,C-V63KAJP,2025-11-26 05:57:00,Damaged item,Chat,DE-North,B2C,Low,AG-119,Service-L2,26,2025-11-26 06:16:00,2025-11-26 09:36:00,19,219,175,0,0,Resolved,1,0.177,4,3
TCK-I7QUXW56,ORD-L6LYFWK9XN,C-8E0XAQE,2025-11-26 06:00:00,Missing item,Web form,DE-South,B2C,High,AG-149,Service-L2,25,2025-11-26 06:34:00,2025-11-26 08:25:00,34,145,78,0,1,Resolved,0,-0.33,3,3
TCK-SC928DJB,ORD-2JEP63JF7U,C-ZDCYPC7,2025-11-26 07:03:00,Account access,Chat,DE-South,B2C,Medium,AG-121,Service-L1,24,2025-11-26 07:15:00,2025-11-26 08:38:00,12,95,36,0,1,Resolved,0,0.035,3,4
TCK-SKM1R7DR,ORD-5VTDFJ64I7,C-BV8M7XB,2025-11-26 08:51:00,Late status update,Chat,DE-South,B2C,High,AG-133,Service-L1,24,2025-11-26 09:09:00,2025-11-26 10:17:00,18,86,36,0,1,Resolved,0,-0.209,3,3
TCK-M664B2ZX,ORD-9CF17YKV1D,C-LJERGIF,2025-11-26 09:53:00,Delivery instruction,WhatsApp,AT,B2C,Medium,AG-152,Service-L2,14,2025-11-26 10:27:00,2025-11-26 12:13:00,34,140,96,0,1,Resolved,0,0.093,3,4
TCK-0NKB2POB,ORD-R6J01XVIYV,C-8SM6WMX,2025-11-26 11:45:00,Address change,Email,DE-West,SMB,Medium,AG-129,TechSupport,13,2025-11-26 11:55:00,2025-11-26 12:50:00,10,65,24,0,1,Resolved,0,-0.284,3,3
TCK-J12QD31I,ORD-U65SRVGGGZ,C-NUOSFB9,2025-11-26 13:51:00,Return request,Web form,DE-North,B2C,Medium,AG-119,Returns,15,2025-11-26 14:17:00,2025-11-26 16:33:00,26,162,109,0,1,Resolved,0,-0.071,3,3
TCK-GE47EM65,ORD-99KCISAJRY,C-FELDED2,2025-11-26 15:57:00,Damaged item,Email,AT,B2C,Medium,AG-137,Service-L2,19,2025-11-26 17:21:00,2025-11-26 21:22:00,84,325,158,0,1,Resolved,1,-0.001,5,3
TCK-KN2LZVAS,ORD-5X4X9BPH1K,C-XXAWLJX,2025-11-26 18:50:00,Wrong item,Email,DE-South,SMB,Medium,AG-152,Service-L1,21,2025-11-26 19:03:00,2025-11-26 20:09:00,13,79,27,0,0,Resolved,0,0.394,3,4
TCK-BAQD4D5I,ORD-E1YOVT8STQ,C-OYEY71T,2025-11-26 19:31:00,Wrong item,Chat,DE-West,SMB,Medium,AG-133,Billing,28,2025-11-26 19:50:00,2025-11-26 20:59:00,19,88,19,0,0,Resolved,0,0.776,3,4
TCK-SK8RFTSD,ORD-BRZMXJ02T7,C-ONAN11P,2025-11-26 21:24:00,Billing dispute,Phone,DE-West,B2C,Medium,AG-114,Service-L1,16,2025-11-26 21:29:00,2025-11-26 23:21:00,5,117,59,0,1,Resolved,1,-0.339,4,3
TCK-9M432RR4,ORD-EIARQ87ORD,C-1SG5BGR,2025-11-26 22:02:00,Damaged item,Chat,DE-East,SMB,Low,AG-123,Billing,22,2025-11-26 23:22:00,2025-11-27 01:17:00,80,195,35,0,1,Resolved,0,0.403,3,4
TCK-VUANJWCT,ORD-NROD02VEV5,C-91B5XJ7,2025-11-27 04:02:00,Return request,Web form,DE-West,B2C,Low,AG-141,Service-L1,27,2025-11-27 04:31:00,2025-11-27 05:24:00,29,82,13,0,0,Unresolved,1,0.535,4,3
TCK-0M1UJEW4,ORD-833VIK5JRT,C-AEH22DF,2025-11-27 04:27:00,Return request,Chat,CH,B2C,Low,AG-130,Service-L2,19,2025-11-27 04:48:00,2025-11-27 05:46:00,21,79,24,0,1,Resolved,0,0.187,3,4
TCK-VLWCNMV2,ORD-R8F0OHMNRR,C-22O1VB3,2025-11-27 08:03:00,Wrong item,Email,DE-West,B2C,High,AG-101,Service-L1,20,2025-11-27 08:36:00,2025-11-27 10:00:00,33,117,52,0,0,Partially resolved,1,-0.359,4,2
TCK-A1SRZCEZ,ORD-B5S84OMP1Q,C-Z90S0RU,2025-11-27 08:05:00,Delivery instruction,Chat,DE-South,B2C,Low,AG-118,Service-L2,25,2025-11-27 08:22:00,2025-11-27 09:36:00,17,91,34,0,1,Resolved,0,0.532,3,4
TCK-E46IZYE2,ORD-1LDK1Q3FDM,C-5FC1DYD,2025-11-27 08:07:00,Product info,Phone,DE-North,B2C,High,AG-136,Billing,28,2025-11-27 08:21:00,2025-11-27 10:18:00,14,131,29,0,1,Resolved,0,-0.302,3,3
TCK-99AXEHER,ORD-98N6YC6J9E,C-6SSGR1U,2025-11-27 08:25:00,Product info,Chat,DE-South,B2C,High,AG-125,Service-L1,19,2025-11-27 08:31:00,2025-11-27 10:12:00,6,107,42,0,0,Resolved,0,-0.215,3,3
TCK-BWY3M3Q7,ORD-A7OODI0YFM,C-FHHL992,2025-11-27 11:35:00,Wrong item,Web form,DE-South,B2C,Low,AG-147,Returns,22,2025-11-27 12:11:00,2025-11-27 15:11:00,36,216,144,1,0,Resolved,1,0.343,5,3
TCK-RKEFBPEB,ORD-DZXM2BP7BF,C-RMC42VO,2025-11-27 16:15:00,Damaged item,Chat,AT,B2C,Low,AG-131,Service-L1,21,2025-11-27 16:50:00,2025-11-27 18:11:00,35,116,54,0,1,Resolved,0,0.483,3,4
TCK-GH1YZ3IR,ORD-AMVJ2HPYHX,C-OBDX3Y5,2025-11-27 23:47:00,Missing item,Phone,DE-South,B2C,Low,AG-106,Service-L2,15,2025-11-27 23:57:00,2025-11-28 02:59:00,10,192,100,0,1,Resolved,1,-0.842,4,2
TCK-V1IB3Y02,ORD-H5X7U5CFTY,C-NC5C5IZ,2025-11-28 01:49:00,Late status update,Email,CH,B2C,Low,AG-148,Service-L2,24,2025-11-28 03:14:00,2025-11-28 04:50:00,85,181,31,0,1,Resolved,0,0.141,3,4
TCK-NDVEHQVW,ORD-ZPC0BQOYZI,C-XYQF6VC,2025-11-28 04:12:00,Billing dispute,Chat,DE-North,B2C,Low,AG-136,Service-L1,30,2025-11-28 04:31:00,2025-11-28 07:41:00,19,209,151,0,1,Resolved,0,-0.648,3,3
TCK-ZNO707FO,ORD-7735JZDQAP,C-GOYY57L,2025-11-28 04:40:00,Return request,Email,DE-West,B2C,Medium,AG-113,Service-L2,22,2025-11-28 04:49:00,2025-11-28 06:09:00,9,89,33,0,0,Resolved,0,0.475,3,4
TCK-1TTKVB08,ORD-QQVN7HRY0L,C-EYE3A53,2025-11-28 06:09:00,Damaged item,Email,DE-North,B2C,High,AG-132,Service-L2,17,2025-11-28 06:37:00,2025-11-28 10:01:00,28,232,65,1,0,Resolved,0,0.036,4,3
TCK-H9PPL09Q,ORD-4OP281Z378,C-TNASMA9,2025-11-28 07:12:00,Account access,Phone,DE-South,B2C,Low,AG-130,Service-L2,22,2025-11-28 07:28:00,2025-11-28 08:50:00,16,98,61,0,1,Resolved,0,-0.162,3,3
TCK-LHWC6FAD,ORD-7MFBBYWZ0C,C-VN336C5,2025-11-28 07:35:00,Account access,Chat,DE-East,B2C,Medium,AG-138,Returns,12,2025-11-28 07:46:00,2025-11-28 11:32:00,11,237,218,0,1,Resolved,0,-0.317,3,3
TCK-L0JZ11L1,ORD-9QKS7EARX1,C-N9I1DBE,2025-11-28 20:27:00,Return request,Phone,DE-East,B2C,Low,AG-124,Service-L1,22,2025-11-28 22:15:00,2025-11-29 00:26:00,108,239,77,0,1,Resolved,1,0.548,5,3
TCK-MLC31ASA,ORD-TG8LSJ6AKI,C-0N5LEQD,2025-11-29 07:11:00,Account access,WhatsApp,DE-South,B2C,High,AG-136,Service-L1,24,2025-11-29 07:24:00,2025-11-29 09:01:00,13,110,42,0,1,Resolved,0,-0.033,3,3
TCK-SLM8896R,ORD-X6P72KMYFJ,C-GD693S0,2025-11-29 09:25:00,Damaged item,Chat,DE-West,B2C,Low,AG-121,Service-L2,24,2025-11-29 10:18:00,2025-11-29 11:58:00,53,153,65,1,0,Resolved,0,0.163,4,3
TCK-RNCT1EDY,ORD-Q2O95LTVQ3,C-Z3JSTVA,2025-11-29 11:45:00,Billing dispute,Phone,DE-South,SMB,Medium,AG-148,Service-L1,24,2025-11-29 11:58:00,2025-11-29 14:25:00,13,160,95,0,0,Resolved,1,0.191,4,3
TCK-5KUQE0T9,ORD-66JD3DYGZB,C-D5SQ82I,2025-11-29 13:31:00,Late status update,Phone,DE-North,B2C,Medium,AG-106,Service-L1,13,2025-11-29 13:48:00,2025-11-29 14:56:00,17,85,43,0,0,Resolved,0,0.256,3,4
TCK-19Z3H4N4,ORD-IKSIJ029XM,C-QVV7U8R,2025-11-29 13:55:00,Return request,Web form,DE-East,SMB,Medium,AG-103,Billing,16,2025-11-29 14:11:00,2025-11-29 15:31:00,16,96,63,0,1,Resolved,0,0.031,3,4
TCK-04ND51V9,ORD-BCEAZWEFGV,C-Y8M9POJ,2025-11-29 15:59:00,Delivery instruction,Chat,DE-East,B2C,Medium,AG-106,Returns,17,2025-11-29 16:17:00,2025-11-29 17:43:00,18,104,31,0,1,Resolved,0,-0.022,3,3
TCK-S4D6YVON,ORD-OZPZ5DA7G3,C-OIAPVBA,2025-11-29 22:16:00,Product info,Web form,DE-North,B2C,Medium,AG-108,Service-L2,30,2025-11-29 22:37:00,2025-11-30 00:04:00,21,108,62,0,1,Resolved,0,0.232,3,4
TCK-O9UMW9QO,ORD-34IYKM2N6R,C-5EOB46R,2025-11-29 23:15:00,Missing item,Chat,DE-South,Enterprise,Critical,AG-140,Service-L1,21,2025-11-29 23:24:00,2025-11-30 02:13:00,9,178,149,0,1,Resolved,1,-0.211,4,3
TCK-4K2XV0J4,ORD-T14JONC5YR,C-T5CMYTR,2025-11-30 01:06:00,Account access,Phone,DE-East,B2C,High,AG-103,Service-L2,32,2025-11-30 01:16:00,2025-11-30 04:22:00,10,196,134,0,1,Resolved,0,-0.146,3,3
TCK-TOUD7DEY,ORD-X3Y7BAI2FT,C-1FS60OR,2025-11-30 03:04:00,Return request,Web form,DE-West,B2C,High,AG-125,Service-L1,20,2025-11-30 03:11:00,2025-11-30 04:50:00,7,106,34,0,1,Resolved,0,0.009,3,4
TCK-Q6RJFRBF,ORD-5U5FRQDJ70,C-SV48VB5,2025-11-30 07:48:00,Late status update,Web form,DE-East,B2C,Medium,AG-144,Service-L1,23,2025-11-30 08:25:00,2025-11-30 09:26:00,37,98,34,0,0,Resolved,1,-0.694,4,2
TCK-WS0QZNT0,ORD-VVNMXQPNKW,C-5HXTWXO,2025-11-30 16:42:00,Product info,Email,DE-South,B2C,Low,AG-113,Service-L2,26,2025-11-30 17:23:00,2025-11-30 19:05:00,41,143,23,0,0,Resolved,0,-0.038,3,3
TCK-JIQXU6SS,ORD-9HALLEPB7R,C-5Z01K0H,2025-11-30 18:33:00,Address change,Chat,DE-South,B2C,Medium,AG-147,Service-L2,21,2025-11-30 18:45:00,2025-11-30 20:24:00,12,111,41,0,0,Resolved,0,0.661,3,4
TCK-4ISN9IBI,ORD-7W0RZPSX27,C-W3FH6CQ,2025-12-01 05:19:00,Delivery instruction,Chat,DE-North,B2C,Medium,AG-122,TechSupport,30,2025-12-01 05:31:00,2025-12-01 07:19:00,12,120,57,0,0,Resolved,1,0.275,4,3
TCK-KT1LGQ9A,ORD-KHR2UVIT0L,C-A8S8VMG,2025-12-01 06:15:00,Product info,Email,DE-North,B2C,Medium,AG-137,Service-L1,22,2025-12-01 06:39:00,2025-12-01 08:45:00,24,150,52,0,0,Resolved,0,0.118,3,4
TCK-HCDVRJHW,ORD-Z3UHC0OZB3,C-M45RA6R,2025-12-01 07:15:00,Damaged item,Phone,DE-East,B2C,Low,AG-145,Returns,18,2025-12-01 07:35:00,2025-12-01 10:17:00,20,182,134,0,1,Resolved,0,0.154,3,4
TCK-S001R2Z6,ORD-E5A1VR8UP2,C-5VNQQ0K,2025-12-01 09:13:00,Late status update,Phone,DE-North,B2C,Low,AG-118,Service-L2,21,2025-12-01 10:18:00,2025-12-01 14:22:00,65,309,162,0,1,Resolved,0,0.307,4,3
TCK-C63BFKBR,ORD-4ZS9KLJVQE,C-R85W5RR,2025-12-01 09:30:00,Damaged item,Email,DE-North,B2C,High,AG-120,Returns,25,2025-12-01 10:08:00,2025-12-01 18:07:00,38,517,380,1,1,Resolved,0,0.209,5,3
TCK-FSUHGSQR,ORD-YFAC2ZFLL7,C-OZDBIXQ,2025-12-01 12:09:00,Account access,Phone,DE-South,B2C,Medium,AG-101,Service-L1,24,2025-12-01 12:37:00,2025-12-01 14:21:00,28,132,49,0,1,Resolved,0,0.293,3,4
TCK-YFN814XW,ORD-Z8H1KJ3V45,C-VHAT0JC,2025-12-01 17:30:00,Missing item,Email,DE-West,B2C,High,AG-132,Billing,20,2025-12-01 17:46:00,2025-12-01 20:14:00,16,164,100,0,0,Resolved,0,-0.115,3,3
